N_da_SC;Cod_Obra;Cod_insumo;Descricao_do_insumo;Qt_solicitada;Data_da_SC;Data_SC_chegada_a_obra;N_do_PC;Data_aprovacao_da_NT;Data_emissao_do_PC;Previsao_de_entrega;Quant_entregue;Saldo;Data_da_NF;N_da_NF;Data_entrada_na_obra;Data_vencimento;Status_da_NF
SC0007641;32171;C1128116;"MANTA ASFALTICA; MODIFICADA C/POLIMERO TIPO III 3 MM; ESTRUTURANTE: POLIESTER; LARGURA: 1000 MM; COMPRIMENTO: 10000 MM; REQUISITOS ADICIONAIS: COR VERDE; FAB: BETUMAT - REF: BETUMANTA ARDOSIA.";3.0;19/08/2024;03/09/2024;PC0002029;27/08/2024;29/08/2024;;3.0;0.0;16/08/2024;7230;;12/09/2024;Aprovado
SC0007653;32656;C430019;"PREGO; COM CABECA; APLICACAO: COMUM; CORPO: LISO; MATERIAL: ACO CARBONO; ACABAMENTO: NIQUELADO; FORNECIMENTO: SACO COM 1 KG; TAMANHO: 17 X 21; FAB: WALSYWA.";360.0;19/08/2024;03/09/2024;PC0001998;20/08/2024;30/08/2024;;60.0;300.0;29/08/2024;324310;;19/09/2024;Aprovado
SC0007653;32656;C58311;"PREGO; COM CABECA; APLICACAO: COMUM; CORPO: LISO; MATERIAL: ACO CARBONO SAE 1020; ACABAMENTO: POLIDO; FORNECIMENTO: SACO COM 1 KG; TAMANHO: 15 X 15; REQUISITOS ADICIONAIS: 1.1/4X13.";160.0;19/08/2024;03/09/2024;PC0001998;20/08/2024;30/08/2024;;60.0;100.0;29/08/2024;324310;;19/09/2024;Aprovado
SC0007653;32656;C60029;"PREGO; COM CABECA; APLICACAO: COMUM; CORPO: LISO; MATERIAL: ACO CARBONO SAE 1020; ACABAMENTO: GALVANIZADO A FOGO; FORNECIMENTO: SACO COM 1 KG; TAMANHO: 19 X 36; REQUISITOS ADICIONAIS: 3.1/4X9.";240.0;19/08/2024;03/09/2024;PC0001998;20/08/2024;30/08/2024;;60.0;180.0;29/08/2024;324310;;19/09/2024;Aprovado
SC0007086;32048;C1047184;"BLOCO CONCRETO; VEDACAO; RESISTENCIA: 2,5 MPA; DIMENSOES: 19 X 19 X 39 CM.";450.0;15/07/2024;30/07/2024;PC0002079;02/09/2024;09/09/2024;;450.0;0.0;26/06/2024;17000;;26/09/2024;Aprovado
SC0007088;32048;C1269735;"ARGAMASSA; APLICACAO: REVESTIMENTO ESPECIAL PISCINA; COR: CINZA; AMBIENTE: INTERNO/EXTERNO AC-III; FORNECIMENTO: SACO 20 KG; FAB: PORTOKOLL - REF: ARGAMASSA ACIII PISCINA.";30.0;15/07/2024;30/07/2024;PC0001793;16/07/2024;17/07/2024;;30.0;0.0;05/07/2024;7150;;25/07/2024;Aprovado
SC0007546;32656;C617981;"DESMOLDANTE; ASPECTO: PASTA AMARELA; BASE: HIDROCARBONETO PARAFINICO; FORNECIMENTO: TAMBOR 200 LITROS; FAB: OTTO BAUMGART.";1.0;13/08/2024;28/08/2024;PC0001976;14/08/2024;14/08/2024;;1.0;0.0;14/08/2024;307866;;05/09/2024;Aprovado
SC0007548;02041;C767131;"PAPEL TOALHA; INTERFOLHA; FOLHA: SIMPLES; ACABAMENTO: LISO; COR: BRANCO; DIMENSOES: 20,0 X 22,5 CM; EMBALAGEM: PACOTE C/2000 FOLHAS.
PAPEL TOALHA IDEAL 2000FLS CELULOSE ";4.0;13/08/2024;28/08/2024;PC0001973;14/08/2024;14/08/2024;;4.0;0.0;02/08/2024;1897;;22/08/2024;Aprovado
SC0007548;02041;C1013559;"CAFE; EXTRA FORTE; PONTO DE TORRA: TRADICIONAL; FORNECIMENTO: FARDO 10 PACOTES 500 GRAMAS.
CAFE MOIDO MELITTA VACUO EXTRA FORTE 250G - folha 1";20.0;13/08/2024;28/08/2024;PC0001973;14/08/2024;14/08/2024;;20.0;0.0;02/08/2024;1897;;22/08/2024;Aprovado
SC0007548;02041;C174905;"PANO LIMPEZA; SACO ALVEJADO; MATERIAL: ALGODAO; COR: BRANCO; DIMENSOES: 400 X 670 MM; FORNECIMENTO: INDIVIDUAL.
PANO DE CHAO REFORCADO 42X68CM LIMPO L18 ";3.0;13/08/2024;28/08/2024;PC0001973;14/08/2024;14/08/2024;;3.0;0.0;02/08/2024;1897;;22/08/2024;Aprovado
SC0007548;02041;C174386;"COLHER DESCARTAVEL; APLICACAO: SOBREMESA; MATERIAL: POLIPROPILENO; COR: BRANCO; FORNECIMENTO: SACO COM 1000 UNIDADES; REQUISITOS ADICIONAIS: COR: BRANCO; FORNECIMENTO: SACO COM 1000 UNIDADES.
MEXEDOR DE DRINK CRISTAL C/250 UND ";4.0;13/08/2024;28/08/2024;PC0001973;14/08/2024;14/08/2024;;4.0;0.0;02/08/2024;1897;;22/08/2024;Aprovado
SC0007548;02041;C1050991;"LUVA LIMPEZA; MATERIAL: BORRACHA; COR: AMARELA; PALMA: ANTI-DERRAPANTE; FORRO: COM FORRO; TAMANHO: UNICO; REQUISITOS ADICIONAIS: DESCARTAVEL; COM PUNHO EM TECIDO BRANCO; CANO CURTO.
LUVA DE LATEX BORRACHA TOP AMARELA TAMANHO:M/8";2.0;13/08/2024;28/08/2024;PC0001973;14/08/2024;14/08/2024;;2.0;0.0;02/08/2024;1897;;22/08/2024;Aprovado
SC0007548;02041;C450334;"DESINFETANTE; AROMA: LAVANDA; EMBALAGEM: FRASCO 750 ML; REQUISITOS ADICIONAIS: ATOL.
DESINFETANTE 500ML LAVANDA BAK YPE ";4.0;13/08/2024;28/08/2024;PC0001973;14/08/2024;14/08/2024;;4.0;0.0;02/08/2024;1897;;22/08/2024;Aprovado
SC0007548;02041;C481969;"DESINFETANTE; AROMA: PINHO; EMBALAGEM: CAIXA 12 UNID (FRASCO 500ML); FAB: COLGATE PALMOLIVE - REF: PINHO SOL.
DESINFETANTE PINHO SOL 500ML ";4.0;13/08/2024;28/08/2024;PC0001973;14/08/2024;14/08/2024;;4.0;0.0;02/08/2024;1897;;22/08/2024;Aprovado
SC0007548;02041;C269305;"DESINFETANTE; AROMA: CAMPESTRE; EMBALAGEM: FRASCO 500 ML.
MULTIUSO VEJA 500ML TRADICIONAL";6.0;13/08/2024;28/08/2024;PC0001973;14/08/2024;14/08/2024;;6.0;0.0;02/08/2024;1897;;22/08/2024;Aprovado
SC0007548;02041;C1134997;"LIMPADOR SUPERFICIE; LIMPA CERAMICA; APRESENTACAO: LIQUIDO; VERSAO: TRADICIONAL; FORNECIMENTO: GALAO 5 L; REQUISITOS ADICIONAIS: AZULIM.
LIMPA VIDROS DRAGAO 500ML";6.0;13/08/2024;28/08/2024;PC0001973;14/08/2024;14/08/2024;;6.0;0.0;02/08/2024;1897;;22/08/2024;Aprovado
SC0007548;02041;C437535;"ALVEJANTE; APRESENTACAO: LIQUIDO; SEM CLORO; PERFUME: SEM PERFUME; FORNECIMENTO: FRASCO 1000 ML.
ALVEJANTE BRILUX MULTI 1L ";5.0;13/08/2024;28/08/2024;PC0001973;14/08/2024;14/08/2024;;5.0;0.0;02/08/2024;1897;;22/08/2024;Aprovado
SC0007548;02041;C851991;"PRATO DESCARTAVEL; FESTA; MATERIAL: PLASTICO; COR: BRANCO; DIAMETRO: 150 MM; FORNECIMENTO: PACOTE COM 10 UNIDADES.
PRATO DESCARTAVEL RASO C/10 UND TAMANHO:PR 18";10.0;13/08/2024;28/08/2024;PC0001973;14/08/2024;14/08/2024;;10.0;0.0;02/08/2024;1897;;22/08/2024;Aprovado
SC0007548;02041;C792484;"GARFO COZINHA; DESCARTAVEL; MATERIAL: PLASTICO; CABO: PLASTICO; COR DO CABO: BRANCO; FORNECIMENTO: INDIVIDUAL.
GARFO DESCARTAVEL 50 UND ELITE CRISTAL ";2.0;13/08/2024;28/08/2024;PC0001973;14/08/2024;14/08/2024;;2.0;0.0;02/08/2024;1897;;22/08/2024;Aprovado
SC0007312;32633;C1794319;"CAIXA MASSEIRA; MATERIAL: PLASTICO; CAPACIDADE: 36 L; DIMENSOES: 672 X 444 X 191 MM.";20.0;26/07/2024;08/08/2024;PC0001861;26/07/2024;26/07/2024;;20.0;0.0;30/07/2024;105396;;29/08/2024;Aprovado
SC0007317;32655;C1096692;"MOSQUETAO; OVAL; MATERIAL: ACO INOX; TRAVA: ROSCADA; RESISTENCIA: 25 KN; FAB: HERCULES.";12.0;27/07/2024;11/08/2024;PC0001997;19/08/2024;19/08/2024;;12.0;0.0;21/08/2024;304;;05/09/2024;Aprovado
SC0007332;32633;C1079721;"TINTA IMOBILIARIA; ESMALTE SINTETICO; APLICACAO: ALVENARIA/CONCRETO/METAL; AMBIENTE: EXTERNO/INTERNO; ACABAMENTO: BRILHANTE; COR: AMARELO OURO; EMBALAGEM: GALAO 3,6 LITROS.";50.0;29/07/2024;29/07/2024;PC0001869;30/07/2024;30/07/2024;;50.0;0.0;15/08/2024;4285;;12/09/2024;Aprovado
SC0007332;32633;C469286;"TINTA IMOBILIARIA; ESMALTE SINTETICO; APLICACAO: ALVENARIA/CONCRETO/METAL; AMBIENTE: EXTERNO/INTERNO; ACABAMENTO: ALTO BRILHO; COR: AZUL DEL REY; EMBALAGEM: GALAO 3,6 LITROS.";50.0;29/07/2024;29/07/2024;PC0001869;30/07/2024;30/07/2024;;50.0;0.0;15/08/2024;4285;;12/09/2024;Aprovado
SC0007338;32633;C174770;"DESINFETANTE; AROMA: EUCALIPTO; EMBALAGEM: BOMBONA 5L.";80.0;29/07/2024;13/08/2024;PC0001871;30/07/2024;30/07/2024;;16.0;64.0;07/08/2024;24694;;;Excluida
SC0007338;32633;C1793908;"GARRAFA TERMICA; STANDARD; TAMPA: PRESSAO; COR: CINZA; CAPACIDADE: 1,0 LITRO.";2.0;29/07/2024;13/08/2024;PC0001871;30/07/2024;30/07/2024;;2.0;0.0;07/08/2024;24694;;;Excluida
SC0007366;32633;C957208;"MADEIRA TELHADO; BARROTE; MATERIAL: MASSARANDUBA; ACABAMENTO: SERRADA; DIMENSOES: 4,0 X 6,0 CM.";5.0;31/07/2024;31/07/2024;PC0001885;02/08/2024;05/08/2024;;5.0;0.0;16/08/2024;77075;;12/09/2024;Aprovado
SC0007367;32633;C957208;"MADEIRA TELHADO; BARROTE; MATERIAL: MASSARANDUBA; ACABAMENTO: SERRADA; DIMENSOES: 4,0 X 6,0 CM.";35.0;31/07/2024;31/07/2024;PC0001888;02/08/2024;05/08/2024;;35.0;0.0;16/08/2024;77074;;12/09/2024;Aprovado
SC0007388;32633;C1795850;"ESCOVA ROTATIVA; COPO; FIO: TORCIDO; MATERIAL: ACO LATONADO; ANEL PROTECAO: COM ANEL PROTECAO; FIXACAO: COM FURO; DIAMETRO DO FURO: 1/2 ""; DIAMETRO EXTERNO: 4 ""; ESPESSURA: 2.1/2 "".";10.0;01/08/2024;16/08/2024;PC0001904;05/08/2024;13/08/2024;;10.0;0.0;06/08/2024;73952;;05/09/2024;Aprovado
SC0007388;32633;C720605;"ROLO PINTURA; MATERIAL: LA DE CARNEIRO/POLIAMIDA/ESPUMA; SUPORTE: COM SUPORTE; COMPRIMENTO: 90 MM.";20.0;01/08/2024;16/08/2024;PC0001904;05/08/2024;13/08/2024;;20.0;0.0;06/08/2024;73952;;05/09/2024;Aprovado
SC0007694;02467;C202400000000466;"ACESSORIO REFRIGERACAO; TIPO_0: TROCADOR RESF 1-2 11C 6R22T 165X698.5  10APP 1280A 1 1/4"" BSP ESQ pc";1.0;21/08/2024;05/09/2025;PC0002006;21/08/2024;23/08/2024;;1.0;0.0;16/08/2024;8022;;29/08/2024;Aprovado
SC0007703;32656;C1806879;"TENSOR FORMA; APLICACAO: CALCO FORMA; MATERIAL: ACO CARBONO; REVESTIMENTO: GALVANIZADO; DIMENSOES DO CORPO: 170 CM; REQUISITOS ADICIONAIS: 110 - 170 CM.";300.0;22/08/2024;06/09/2024;PC0002020;26/08/2024;26/08/2024;;300.0;0.0;24/07/2024;54401;;05/09/2024;Aprovado
SC0007050;32171;C1003182;"CABO ISOLADO; MATERIAL: COBRE; REVESTIMENTO: SEM REVESTIMENTO; TEMPERA: MOLE; ENCORDOAMENTO: CLASSE 5; ISOLACAO: COMPOSTO TERMOPL POLIOLEFINICO N HALOGEN; COR: AZUL CLARO; TENSAO DE ISOLACAO: 450/750 V; TEMPERATURA: 70 GRAUS CELSIUS; PADRAO; SECAO NOMINAL: 6,00 MM2; REQUISITOS ADICIONAIS: DIAMETRO NOMINAL CONDUTOR: 3,00 MM.";1.0;12/07/2024;27/07/2024;PC0001813;19/07/2024;22/07/2024;;1.0;0.0;25/06/2024;7109;;01/08/2024;Aprovado
SC0007050;32171;C740810;"PREGO; COM CABECA; APLICACAO: COMUM; CORPO: LISO; MATERIAL: ACO CARBONO; ACABAMENTO: GALVANIZADO; FORNECIMENTO: SACO COM 1 KG; TAMANHO: 12 X 12; FAB: BELGO.";10.0;12/07/2024;27/07/2024;PC0001813;19/07/2024;22/07/2024;;10.0;0.0;25/06/2024;7109;;01/08/2024;Aprovado
SC0007050;32171;C1011532;"PREGO; COM CABECA; APLICACAO: COMUM; CORPO: LISO; MATERIAL: ACO CARBONO; ACABAMENTO: POLIDO; FORNECIMENTO: SACO COM 1 KG; TAMANHO: 16 X 27; REQUISITOS ADICIONAIS: 2. 1/2 X 12"".";5.0;12/07/2024;27/07/2024;PC0001813;19/07/2024;22/07/2024;;5.0;0.0;25/06/2024;7109;;01/08/2024;Aprovado
SC0007050;32171;C1447840;"PARAFUSO FIXACAO TELHA; MATERIAL: ACO CARBONO; REVESTIMENTO: GALVANIZADO A FOGO; TIPO ROSCA: AUTO BROCANTE; DIAMETRO: 5,5 MM; COMPRIMENTO: 4 ""; ACESSORIOS: ARRUELA BORRACHA.";6.0;12/07/2024;27/07/2024;PC0001813;19/07/2024;22/07/2024;;6.0;0.0;25/06/2024;7109;;01/08/2024;Aprovado
SC0007194;32633;C1216301;"CANTONEIRA ACABAMENTO; TABICA; APLICACAO: FORRO; MATERIAL: PVC; COR: BRANCO; DIMENSOES: 40,0 X 48,0 MM; COMPRIMENTO: BARRA COM 3 M.";100.0;19/07/2024;03/08/2024;PC0001818;22/07/2024;22/07/2024;;100.0;0.0;22/07/2024;18677;;15/08/2024;Aprovado
SC0007129;32633;C468628;"BROCA HELICOIDAL; CANAL: TIPO N; CORTE: A DIREITA; MATERIAL: ACO RAPIDO; HASTE: CILINDRICA; PONTA: 118 GRAUS; SERIE: NORMAL; PADRAO: DIN 338; DIAMETRO: 12,000 MM; COMPRIMENTO TOTAL: 151,0 MM; COMPRIMENTO DO CANAL: 101,0 MM; FAB: TWILL - REF: TW104 - TB40156.";10.0;16/07/2024;31/07/2024;PC0001830;23/07/2024;01/08/2024;;10.0;0.0;24/07/2024;672102;;15/08/2024;Aprovado
SC0007548;02041;C493056;"CHA; SABOR: ERVA CIDREIRA; FORNECIMENTO: CAIXA 10 SACHES.
CHA MARATA COM 10 SACHES SABOR:CIDREIRA";3.0;13/08/2024;28/08/2024;PC0001973;14/08/2024;14/08/2024;;3.0;0.0;02/08/2024;1897;;22/08/2024;Aprovado
SC0007548;02041;C493054;"CHA; SABOR: ERVA-DOCE; FORNECIMENTO: CAIXA 10 SACHES.
CHA MARATA COM 10 SACHES SABOR:ERVA DOCE ";2.0;13/08/2024;28/08/2024;PC0001973;14/08/2024;14/08/2024;;2.0;0.0;02/08/2024;1897;;22/08/2024;Aprovado
SC0007548;02041;C1069758;"CHA; SABOR: HORTELA; FORNECIMENTO: CAIXA 15 SACHES 15G.
CHA MARATA COM 10 SACHES SABOR:HORTELA ";2.0;13/08/2024;28/08/2024;PC0001973;14/08/2024;14/08/2024;;2.0;0.0;02/08/2024;1897;;22/08/2024;Aprovado
SC0007548;02041;C466530;"CHA; SABOR: MATE LIMAO; FORNECIMENTO: CAIXA 25 SACHES 40G.
CHA REAL COM 10 SACHES SABOR:LIMAO E GENGIBRE
C/ MEL
";2.0;13/08/2024;28/08/2024;PC0001973;14/08/2024;14/08/2024;;2.0;0.0;02/08/2024;1897;;22/08/2024;Aprovado
SC0007548;02041;C493053;"CHA; SABOR: MACA; FORNECIMENTO: CAIXA 10 SACHES.
CHA MARATA COM 10 SACHES SABOR:MACA/CRAVO/CANELA
";2.0;13/08/2024;28/08/2024;PC0001973;14/08/2024;14/08/2024;;2.0;0.0;02/08/2024;1897;;22/08/2024;Aprovado
SC0007548;02041;C797226;"CHA; SABOR: VERDE; FORNECIMENTO: CAIXA 15 SACHES; REQUISITOS ADICIONAIS: LEAO.
CHA REAL COM 10 SACHES SABOR:CHA VERDE";2.0;13/08/2024;28/08/2024;PC0001973;14/08/2024;14/08/2024;;2.0;0.0;02/08/2024;1897;;22/08/2024;Aprovado
SC0007548;02041;C1826381;"CABO LIMPEZA; APLICACAO: RODO; MATERIAL: ALUMINIO; DIMENSOES: 1500 MM.
CABO PARA MOP 360 ESFREGAO 1,60 METROS";1.0;13/08/2024;28/08/2024;PC0001973;14/08/2024;14/08/2024;;1.0;0.0;02/08/2024;1897;;22/08/2024;Aprovado
SC0007548;02041;C381555;"FILTRO CAFE; MATERIAL: PAPEL; FORMATO: CONICO; APLICACAO: CAFETEIRA ELETRICA; TAMANHO: 103; CAPACIDADE: 1000 ML; FORNECIMENTO: CAIXA COM 30 UNIDADES; FAB: MELITTA.
FILTRO DE PAPEL MELITTA 103 C/ 30UN ";24.0;13/08/2024;28/08/2024;PC0001973;14/08/2024;14/08/2024;;24.0;0.0;02/08/2024;1897;;22/08/2024;Aprovado
SC0007548;02041;C384983;"SACO LIXO; APLICACAO: USO GERAL; MATERIAL: PLASTICO; COR: PRETO; BOCA: NORMAL; CAPACIDADE: 60 LITROS; FORNECIMENTO: PACOTE 100 UNIDADES.
SACO DE LIXO PRETO 60L C/100 RAVA ";3.0;13/08/2024;28/08/2024;PC0001973;14/08/2024;14/08/2024;;3.0;0.0;02/08/2024;1897;;22/08/2024;Aprovado
SC0007548;02041;C174534;"ESPONJA LIMPEZA; DUPLA FACE; COR: VERDE/AMARELA; FORMATO: RETANGULAR; FORNECIMENTO: PACOTE 4 UNIDADES; REQUISITOS ADICIONAIS: DIMENSOES 71 X 100 MM.
ESPONJA DUPLA FACE BRILHUS ";10.0;13/08/2024;28/08/2024;PC0001973;14/08/2024;14/08/2024;;10.0;0.0;02/08/2024;1897;;22/08/2024;Aprovado
SC0007548;02041;C1020758;"LIMPADOR SUPERFICIE; MULTI USO; APRESENTACAO: PO; VERSAO: TRADICIONAL; FORNECIMENTO: POTE 300 G; REQUISITOS ADICIONAIS: SAPOLIO.
LIMPADOR MULTIUSO AJAX FRESH LEMON 500ML ";10.0;13/08/2024;28/08/2024;PC0001973;14/08/2024;14/08/2024;;10.0;0.0;02/08/2024;1897;;22/08/2024;Aprovado
SC0007548;02041;C554676;"CAFE; FORTE; PONTO DE TORRA: TRADICIONAL; FORNECIMENTO: PACOTE 250 GRAMAS; FAB: MELITTA; FAB: SANTA CLARA.
CAFE MOIDO MELITTA VACUO EXTRA FORTE 250G - folha 2";5.0;13/08/2024;28/08/2024;PC0001973;14/08/2024;14/08/2024;;5.0;0.0;02/08/2024;1897;;22/08/2024;Aprovado
SC0007548;02041;C379317;"CHA; SABOR: CAMOMILA; FORNECIMENTO: CAIXA 10 SACHES.
CHA REAL COM 10 SACHES SABOR:CAMOMILA ";2.0;13/08/2024;28/08/2024;PC0001973;14/08/2024;14/08/2024;;2.0;0.0;02/08/2024;1897;;22/08/2024;Aprovado
SC0007550;32633;C1058477;"MANGUEIRA; APLICACAO: NIVEL; TUBO: PVC; REFORCO: SEM REFORCO; MATERIAL DA COBERTURA: SEM COBERTURA; SUPERFICIE: LISA; COR: CRISTAL; DIAMETRO INTERNO: 1/2 ""; DIAMETRO EXTERNO: 16,7 MM.";100.0;13/08/2024;28/08/2024;PC0001967;13/08/2024;14/08/2024;;100.0;0.0;14/08/2024;105618;;26/09/2024;Aprovado
SC0007550;32633;C137862;"DOBRADICA; PINO SOLTO; MATERIAL: ACO CARBONO; ACABAMENTO: BICROMATIZADO; FORNECIMENTO: INDIVIDUAL; COMPRIMENTO: 3 ""; LARGURA: 3 ""; REQUISITOS ADICIONAIS: C/FURO 5 MM.";15.0;13/08/2024;28/08/2024;PC0001967;13/08/2024;14/08/2024;;15.0;0.0;14/08/2024;105618;;26/09/2024;Aprovado
SC0007550;32633;C514105;"CADEADO; HASTE NORMAL; MATERIAL: LATAO/ACO TEMPERADO; REVESTIMENTO: CROMADO; DESBLOQUEIO: 2 CHAVES SIMPLES; FORNECIMENTO: INDIVIDUAL; TAMANHO: 25 MM; COMPRIMENTO DA FIXACAO: 17 MM; FAB: PAPAIZ - REF: CR 25.";5.0;13/08/2024;28/08/2024;PC0001967;13/08/2024;14/08/2024;;5.0;0.0;14/08/2024;105618;;26/09/2024;Aprovado
SC0007562;32633;C488405;"BALDE; FORMA: CILINDRICO GRADUADO; ALCA: COM ALCA PLASTICA; MATERIAL: POLIAMIDA; REVESTIMENTO: SEM REVESTIMENTO; COR DO CORPO: TRANSPARENTE; TAMPA: SEM TAMPA; CAPACIDADE: 20,0 LITROS.";2.0;13/08/2024;28/08/2024;PC0001964;13/08/2024;14/08/2024;;2.0;0.0;19/08/2024;1973;;31/10/2024;Aprovado
SC0007565;32633;C143043;"TABUA; MATERIAL: CEDRINHO; CLASSIFICACAO: PRIMEIRA; ESPESSURA: 25 MM; LARGURA: 152 MM; COMPRIMENTO: 3,00 M.";200.0;13/08/2024;13/08/2024;PC0001963;13/08/2024;14/08/2024;;1.0;199.0;13/08/2024;7413;;12/09/2024;Excluida
SC0007418;32633;C987965;"CINTURAO SEGURANCA; PARA-QUEDISTA; MATERIAL: CADARCO DE POLIESTER; FIXACAO: 3 ARGOLAS D; ALMOFADA: ALMOFADA NA CINTURA; TALABARTE: SEM TALABARTE; PADRAO: TAMANHO: 2; REQUISITOS ADICIONAIS: CA: 27477; MARCACAO DO CA: ETIQUETAS DAS TIRAS;";30.0;02/08/2024;02/08/2024;PC0001899;05/08/2024;05/08/2024;;30.0;0.0;24/07/2024;8445;;22/08/2024;Aprovado
SC0007418;32633;C174677;"TALABARTE; MATERIAL: POLIESTER; REVESTIMENTO: SEM REVESTIMENTO; ABSORVEDOR DE ENERGIA: SEM ABSORVEDOR DE ENERGIA; REGULAGEM: COM REGULAGEM/2 MOSQUETOES; DIMENSOES: 35 X 1600 MM.";30.0;02/08/2024;02/08/2024;PC0001899;05/08/2024;05/08/2024;;30.0;0.0;24/07/2024;8445;;22/08/2024;Aprovado
SC0007418;32633;C1104321;"TRAVA QUEDAS; CABO DE ACO; MATERIAL: ACO INOX; REVESTIMENTO: SEM REVESTIMENTO; TRAVA DE SEGURANCA: TRIPLA; MOVIMENTACAO: AUTOMATICO VERTICAL; MOSQUETAO: 2 MOSQUETOES COM CORRENTE; ABSORVEDOR DE ENERGIA: SEM ABSORVEDOR DE ENERGIA; RESISTENCIA: 3480 KG; REQUISITOS ADICIONAIS: CABO 8MM; FAB: GULIN - REF: XA.";2.0;02/08/2024;02/08/2024;PC0001899;05/08/2024;05/08/2024;;2.0;0.0;24/07/2024;8445;;22/08/2024;Aprovado
SC0007419;32633;C1674577;"ISOPOR; APRESENTACAO: BLOCO; DIMENSOES: 445 X 300 X 195 MM; FORNECIMENTO: INDIVIDUAL.";0.2646;02/08/2024;02/08/2024;PC0001897;05/08/2024;05/08/2024;;0.2646;0.0;29/07/2024;20181;;22/08/2024;Aprovado
SC0006590;32171;C1825890;"ARGAMASSA; APLICACAO: ALVENARIA; COR: CINZA; AMBIENTE: INTERNO; NORMA: ; RESISTENCIA: 1,0 MPA; FORNECIMENTO: SACO 25 KG; REQUISITOS ADICIONAIS: ARGAMASSA PARA LEVANTE.";270.0;17/06/2024;02/07/2024;PC0001932;07/08/2024;16/08/2024;;270.0;0.0;11/06/2024;393853;;05/09/2024;Aprovado
SC0007426;32633;C1825825;"LAJE PRE-FABRICADA; TRELICADA H8; APLICACAO: PAINEL; TIJOLO: CONCRETO; RESISTENCIA: 500 KG/M2.";3.75;05/08/2024;05/08/2024;PC0001914;06/08/2024;14/08/2024;;3.75;0.0;29/07/2024;20180;;29/08/2024;Aprovado
SC0007426;32633;C1221416;"TELA; MATERIAL: ACO CARBONO CA 60 NERVURADO; REVESTIMENTO: SEM REVESTIMENTO; APLICACAO: ALAMBRADO; DIAMETRO DO FIO: 4,20 MM; TIPO DA MALHA: QUADRADA; MALHA: 100,00 X 100,00 MM; DIMENSOES: 2,00 X 3,00 M; REQUISITOS ADICIONAIS: E Q138; MALHA POP PESADA.";48.0;05/08/2024;05/08/2024;PC0001914;06/08/2024;14/08/2024;;48.0;0.0;29/07/2024;20180;;29/08/2024;Aprovado
SC0007426;32633;C1825824;"LAJE PRE-FABRICADA; TRELICADA H8; APLICACAO: PAINEL; TIJOLO: CONCRETO; RESISTENCIA: 350 KG/M2";57.4;05/08/2024;05/08/2024;PC0001914;06/08/2024;14/08/2024;;57.4;0.0;29/07/2024;20180;;29/08/2024;Aprovado
SC0007426;32633;C1794909;"LAJE PRE-FABRICADA; TRELICADA; APLICACAO: PAINEL; TIJOLO: CONCRETO; RESISTENCIA: 300 KG/M2; DIMENSOES: 579,0 X 25,0 CM.";3.05;05/08/2024;05/08/2024;PC0001914;06/08/2024;14/08/2024;;3.05;0.0;29/07/2024;20180;;29/08/2024;Aprovado
SC0007426;32633;C1794915;"LAJE PRE-FABRICADA; TRELICADA; APLICACAO: PAINEL; TIJOLO: CONCRETO; RESISTENCIA: 300 KG/M2;  DIMENSOES: 645,0 X 25,0 CM.";2.7;05/08/2024;05/08/2024;PC0001914;06/08/2024;14/08/2024;;2.7;0.0;29/07/2024;20180;;29/08/2024;Aprovado
SC0007426;32633;C1795099;"LAJE PRE-FABRICADA; TRELICADA; APLICACAO: PAINEL; TIJOLO: CONCRETO; RESISTENCIA: 300 KG/M2; DIMENSOES: 515,0 X 25,0 CM.";2.35;05/08/2024;05/08/2024;PC0001914;06/08/2024;14/08/2024;;2.35;0.0;29/07/2024;20180;;29/08/2024;Aprovado
SC0007426;32633;C1794897;"LAJE PRE-FABRICADA; TRELICADA; APLICACAO: PAINEL; TIJOLO: CONCRETO; RESISTENCIA: 300 KG/M2; DIMENSOES: 309,0 X 25,0 CM.";3.4;05/08/2024;05/08/2024;PC0001914;06/08/2024;14/08/2024;;3.4;0.0;29/07/2024;20180;;29/08/2024;Aprovado
SC0007426;32633;C1800313;"LAJE PRE-FABRICADA; TRELICADA; APLICACAO: PISO; TIJOLO: CERAMICO; RESISTENCIA: 1000 KG/M2; DIMENSOES: 100,0 X 25,0 CM; REQUISITOS ADICIONAIS: LT 13CM.";2.0;05/08/2024;05/08/2024;PC0001914;06/08/2024;14/08/2024;;2.0;0.0;29/07/2024;20180;;29/08/2024;Aprovado
SC0007426;32633;C1800984;"LAJE PRE-FABRICADA; TRELICADA; APLICACAO: PISO; TIJOLO: CERAMICO; RESISTENCIA: 580 KG/M2: DIMENSOES: 83,0 X 25,0 CM; REQUISITOS ADICIONAIS: ESPESSURA 7 CM.";1.65;05/08/2024;05/08/2024;PC0001914;06/08/2024;14/08/2024;;1.65;0.0;29/07/2024;20180;;29/08/2024;Aprovado
SC0007426;32633;C1800994;"LAJE PRE-FABRICADA; TRELICADA; APLICACAO: PISO; TIJOLO: CERAMICO; RESISTENCIA: 580 KG/M2; DIMENSOES: 153,0 X 25,0 CM; REQUISITOS ADICIONAIS: ESPESSURA 7 CM.";1.3;05/08/2024;05/08/2024;PC0001914;06/08/2024;14/08/2024;;1.3;0.0;29/07/2024;20180;;29/08/2024;Aprovado
